sku|store_number|description|regular_price|dept_code|sale_price|sale_qty|promo_start_date|promo_end_date|promo_min_qty|promo_limit_qty|promo_buy_qty|promo_get_qty|promo_tag|family_sale_code|tax_pct|bottle_deposit|cool|brand_name|product_name|size|uom|scale_flag|how_to_sell|avg_weight|wgt_selector|item_location
00025700023135|72|ZIPLOC LOW SLIDER FREEZER GAL|3.29|27|6.00|2|2018/03/22|2018/09/05|0|0|||Giant Eagle Advantage Card Price|||||||10|CT|N||||
00071072003749|72|ALESSI SOUP TUSCAN WHT BEAN|3.49|1||||||||||||||||6|OZ|N||||
00030034027360|72|GE WH PICKLED BEETS JAR|1.29|1||||||||||||||||16|OZ|N||||
00209334000001|72|2 LB LIVE LOBSTER|17.99|23||||||||||||||||1|EA|Y||||
00024842011215|72|BUITONI FETTUCCINE|3.79|3||||||||||||||||9|OZ|N||||
00024842011314|72|BUITONI LINGUINI|3.79|3|2.79|1|2018/06/28|2018/07/11|0|0|||Giant Eagle Advantage Card Price|15164426||||||9|OZ|N||||
00024842011512|72|BUITONI ANGEL HAIR|3.79|3||||||||||||||||9|OZ|N||||
00024842112110|72|BUITONI 3 CHEESE TORTELLINI|5.29|3|4.29|1|2018/06/21|2018/07/04|0|0|||Giant Eagle Advantage Card Price|15069761||||||9|OZ|N||||
00024842172114|72|BUITONI 4 CHEESE RAVIOLI|5.29|3|4.29|1|2018/06/21|2018/07/04|0|0|||Giant Eagle Advantage Card Price|15069761||||||9|OZ|N||||
00024842311216|72|BUITONI MARINARA SAUCE|5.29|3|4.29|1|2018/06/21|2018/07/04|0|0|||Giant Eagle Advantage Card Price|15069771||||||15|OZ|N||||
00035457770015|72|MAMA MARYS PZA CRUST 12"|4.99|69||||||||||||||||24|OZ|N||||
00025484000100|72|TOFU NASOYA FIRM|2.99|4||||||||||||||||1|EA|N||||
00074570950034|72|HAGN DAZS PISTACHIO|4.99|96||||||||||||||||14|OZ|N||||
00050200008801|72|SUNNY D TANGY 5% SQUARE CARTON|3.49|35||||||||||||||||128|OZ|N||||
00050200008214|72|SUNNY D TANGY FLORIDA 5%|1.99|35|10.00|10|2018/06/21|2018/07/04|0|0|||Giant Eagle Advantage Card Price|15134530||||||64|OZ|N||||
00030034000516|72|GE MEDIUM GRADE A 15 DZ|1.29|35||||||||||||||||1|DZ|N||||
00030034000509|72|GE LARGE EGGS GRADE A   15-1DZ|1.39|35||||||||||||||||1|DZ|N||||
00030034000523|72|GE EXTRA LG EGGS GRADE A 15/DZ|1.49|35||||||||||||||||1|DZ|N||||
00030034000639|72|GE JUMBO EGGS GRADE A|1.59|35||||||||||||||||1|DZ|N||||
00017929003135|72|RED STAR COMPRESSED YEAST 8PK|3.49|35||||||||||||||||2|OZ|N||||
00040600387187|72|ICBNB LIGHT BOWL|2.99|35|5.00|2|2018/06/21|2018/07/04|0|0|||Giant Eagle Advantage Card Price|15015042||||||15|OZ|N||||
00040600341004|72|ICBNB SOFT TUB 2/7.5 OZ|2.99|35|5.00|2|2018/06/21|2018/07/04|0|0|||Giant Eagle Advantage Card Price|15015042||||||15|OZ|N||||
00030034014414|72|GE CIDER VINEGAR|1.49|1||||||||||||||||16|OZ|N||||
00040600345002|72|ICBNB SOFT TUB|2.99|35|5.00|2|2018/06/21|2018/07/04|0|0|||Giant Eagle Advantage Card Price|15015042||||||15|OZ|N||||
00715141503494|72|EGGLAND BEST LARGE EGGS|3.29|35||||||||||||||||1|DZ|N||||
00030034000530|72|GE 18CT LARGE EGG GRADE A|1.89|35||||||||||||||||1.50|DZ|N||||
00766878000800|72|A&H SPINBRUSH PROCLEAN SFT RFL|8.99|110||||||||||14556988||||||2|EA|N||||
00029000650206|72|PARKAY QTRS|1.99|35||||||||||||||||16|OZ|N||||
00051131707092|72|3M SCOTCH 3PK GFT WRP TAPE 120|4.79|11||||||||||||||||1|EA|N||||
00040600341226|72|ICBNB ORIGINAL SPRAY|2.99|35|5.00|2|2018/06/21|2018/07/04|0|0|||Giant Eagle Advantage Card Price|15015042||||||8|OZ|N||||
00029000008229|72|BB SPREAD QTRS 70%|1.09|35||||||||||||||||16|OZ|N||||
00029000008311|72|FLEISCHMANN MARG QTRS|2.29|35||||||||||||||||16|OZ|N||||
00011115871324|72|IMPERIAL SPREAD QTRS|1.19|35||||||||||||||||16|OZ|N||||
00069276070315|72|PATAKS TIKKA MASALA SAUCE|4.49|1||||||||||||||||15|OZ|N||||
00034500151368|72|LOL BUTTER QUARTERS|5.99|35||||||||||14625710||||||16|OZ|N||||
00034500152365|72|LOL LIGHT BUTTER QTRS|5.99|35||||||||||14625710||||||16|OZ|N||||
00034500151504|72|LOL UNSALTED BUTTER QTRS|5.99|35||||||||||14625710||||||16|OZ|N||||
00034500194105|72|LOL WHIP BUTTER SALTED|3.49|35||||||||||||||||8|OZ|N||||
00000000041447|72|APL JONAGOLD MED|1.99|4||||||||||||||||1|LB|N||||
00013000009614|72|JACK DAN GRILL SCE ORIGINAL|3.79|1||||||||||||||||19|OZ|N||||
00024000163121|72|DM SLICED NEW POTATOES|1.25|1||||||||||||||||14.50|OZ|N||||
00044700360354|72|OM LNCHBLE-REG NACHO|1.99|5||||||||||11279931||||||4.40|OZ|N||||
00734394000017|72|DK IMITATION VANILLA|3.29|44||||||||||||||||8|OZ|N||||
00027400103070|72|SHEDD COUNTRY CROCK SPREAD|2.39|35||||||||||||||||15|OZ|N||||
00000000048002|72|TOM HOMEGROWN|2.49|4||||||||||||||||1|LB|N||||
00021000616909|72|KR VELVEETA CHEESE LOAF|2.89|1||||||||||||||||8|OZ|N||||
00021000616893|72|KR VELVEETA CHEESE LOAF|4.79|1||||||||||||||||16|OZ|N||||
00021000612505|72|KR JAR CHEESE OLD ENGLISH|3.49|35||||||||||||||||5|OZ|N||||
00043194161591|72|SCUNCI LEATHERETTE HD BND NTRL|5.79|49||||||||||13532054||||||3|PK|N||||
00073253000165|72|LAMAGNA RICOTTA|2.99|35|2.69|1|2018/06/07|2018/07/04|0|0|||Giant Eagle Advantage Card Price|14960202||||||15|OZ|N||||
00073253000240|72|LAMAGNA RICOTTA|3.99|35|2.99|1|2018/01/04|2018/07/04|0|0|||Giant Eagle Advantage Card Price|14143632||||||24|OZ|N||||
00073253000462|72|LAMAGNA RICOTTA|6.99|35|5.99|1|2018/06/07|2018/07/04|0|0|||Giant Eagle Advantage Card Price|||||||46|OZ|N||||
00073253444167|72|LAMAGNA LITE RICOTTA|2.99|35|2.69|1|2018/06/07|2018/07/04|0|0|||Giant Eagle Advantage Card Price|14960202||||||15|OZ|N||||
00021000007288|72|KR SOFT PHILA CHIVE/ONION|3.29|35||||||||||||||||7.50|OZ|N||||
00041100015112|72|AFRIN NO-DRIP EX MOISTURIZING|7.29|10||||||||||||||||15|ML|N||||
00021000007271|72|KR SOFT PHILA STRAWBERRY|3.29|35||||||||||||||||7.50|OZ|N||||
00021000007318|72|KR SOFT PHILA SMK SALMON|3.29|35||||||||||||||||7.50|OZ|N||||
00021000000142|72|KR SOFT PHIL CRM CHEESE|3.29|35||||||||||||||||8|OZ|N||||
00253368000001|72|PK LN BNLS TOP LN CNTR RST|6.49|5|6.49|1|2018/06/28|2018/07/11|0|0|1|1|Giant Eagle Advantage Card Price|||||||1|LB|Y||||
00021000612154|72|KR SOFT PHILA CRM CHEESE|5.79|35||||||||||||||||16|OZ|N||||
00021000616886|72|KR SOFT PHILA CRM CHEESE|4.79|35||||||||||||||||12|OZ|N||||
00021000612239|72|KR PHILA CRM CHS BRICK|2.69|35||||||||||||||||8|OZ|N||||
00030034100834|72|GE MED PTC STORAGE QT 50CT|3.99|27|7.00|2|2018/06/14|2018/07/11|0|0|||Giant Eagle Advantage Card Price|15036811||||||50|CT|N||||
00021000000289|72|KR SOFT LIGHT PHILA|3.29|35||||||||||||||||8|OZ|N||||
00021000612475|72|KR 1/3 LESS FAT PHILA BRK|2.79|35||||||||||||||||8|OZ|N||||
00043194913152|72|SCUNCI NO DAMAGE ELASTICS|3.29|49||||||||||14735046||||||14|PK|N||||
00021000619849|72|PHILA WHIPPED CREAM CHEESE|3.29|35||||||||||||||||8|OZ|N||||
00017800018852|72|ONE CAT PROTECT FORMULA|8.49|40||||||||||||||||3.50|LB|N||||
00021000123544|72|BRKSTN COT CHS 2% LOWFAT|3.79|35||||||||||||||||24|OZ|N||||
00030034300241|72|FM MUSH SLICED WHITE 8 OZ|2.99|4||||||||||||||||8|OZ|N||||
00021000301652|72|BRKSTN SOUR CREAM|2.19|35|1.99|1|2018/06/28|2018/09/26|0|0|||Giant Eagle Advantage Card Price|15076574||||||16|OZ|N||||
00021000602568|72|KR DELI SHARP CHEDDAR|3.99|35||||||||||||||||8|OZ|N||||
00021000611461|72|KR IWS VELVEETA|3.79|35||||||||||||||||16|OZ|N||||
00021000611447|72|KR VELVEETA CHEESE IWS|2.99|35||||||||||||||||12|OZ|N||||
00070330708419|72|BIC*SHAVER SENSITIVE CLASSIC|2.99|110||||||||||||||||12|PK|N||||
00021000001941|72|KR MILD CHEDDAR CHUNK|3.49|35|10.00|5|2018/06/28|2018/07/04|0|0|||Giant Eagle Advantage Card Price|15080439||||||8|OZ|N||||
00028000039608|72|WONKA LAFFY TAFFY LAYDOWN BAG|3.79|68||||||||||||||||12|OZ|N||||
00041716150108|72|FRIGO PARMESAN WEDGE|3.99|19||||||||||||||||5|OZ|N||||
00021000002016|72|KR CHUNK SHARP CHEDDAR|3.49|35|10.00|5|2018/06/28|2018/07/04|0|0|||Giant Eagle Advantage Card Price|15080439||||||8|OZ|N||||
00021000604647|72|KR IWS AMERICAN 16 SLICE|3.79|35|5.00|2|2018/06/28|2018/07/11|0|0|||Giant Eagle Advantage Card Price|||||||12|OZ|N||||
00077782023923|72|JHSNVLLE BRATWRST SMKD|4.79|5|3.99|1|2018/06/28|2018/07/04|0|0|||Giant Eagle Advantage Card Price|15084697||||||14|OZ|N||||
00021000024834|72|KR 2% IWS AMERICAN|4.29|35||||||||||||||||10.70|OZ|N||||
00021000602698|72|KR SLI DELUXE AMERICAN|5.99|35||||||||||||||||16|OZ|N||||
00073570000312|72|HELUVA SHARP CHEDDAR CHUNK|3.49|35||||||||||||||||8|OZ|N||||
00027200018628|72|PALL MALL BLUE 100 BOX|77.58|38|67.58|1|2018/04/01|2018/12/31|0|0|||Giant Eagle Advantage Card Price|14839343||||||10|PK|N||||
00000000049269|72|BULK INSHELL BRAZIL NUT BRAZIL|4.99|4||||||||||||||||1|LB|N||||
00000000046756|72|PEA SUGAR SNAP|4.99|4||||||||||||||||1|LB|N||||
00030034021955|72|GE FRUITION TANG LIME FLAV WTR|0.75|67|1.00|2|2018/06/28|2018/07/04|0|0|||Giant Eagle Advantage Card Price|||||||1|LT|N||||
00018000001828|72|PILLS GRANDS BUTTERMLK 8CT|2.00|35||||||||||||||||16.3|OZ|N||||
00018000001835|72|PILLS GRND BUTTER TAST 8CT|2.00|35||||||||||||||||16.3|OZ|N||||
00018000002603|72|PILLS GRANDS FLAKY BISC|2.00|35||||||||||||||||16.30|OZ|N||||
00018000002610|72|PILL GRANDS FLAKY 5CT|1.50|35||||||||||||||||10.20|OZ|N||||
00030034026868|72|GE WHOLE KERNEL CORN|0.59|1||||||||||||||||8.50|OZ|N||||
00018000005260|72|PILL ORANGE SWEET ROLLS|2.50|35||||||||||||||||13.9|OZ|N||||
00018000004010|72|PILL CRESCENT ROLLS|2.50|35||||||||||||||||8|OZ|N||||
00018000005017|72|PILL CINNAMON ROLLS|2.50|35||||||||||||||||12.4|OZ|N||||
00018000004683|72|PILL CRUSTY FRENCH LOAF|2.50|35||||||||||||||||11|OZ|N||||
00030034302498|72|ONION YELLOW 3 LB|2.99|4||||||||||||||||3|LB|N||||
00070470003009|72|YOPLAIT ORIG YOG STRAWBRY|0.75|35||||||||||||||||6|OZ|N||||
00070470003030|72|YOPLAIT ORIG YOG CHERRY|0.75|35||||||||||||||||6|OZ|N||||
00070470003078|72|YOPLAIT ORIG YOG PEACH|0.75|35||||||||||||||||6|OZ|N||||
00030034014438|72|GE CIDER VINEGAR|3.29|1||||||||||||||||64|OZ|N||||
00011152031880|72|DYNASTY MAIFUN-RICE STICK|2.19|1||||||||||||||||6.75|OZ|N||||
00050000170166|72|FRISK WET PRIME WHTFSH/TUNA|0.55|40||||||||||||||||5.50|OZ|N||||
00000000047340|72|SQUASH PUMPKIN MINI|0.79|4||||||||||||||||1|EA|N||||
00305730169301|72|ADVIL LIQUI-GELS|6.99|10||||||||||||||||40|CT|N||||
00021000604913|72|KR IWS AMERICAN|11.99|35||||||||||||||||48|OZ|N||||
00021000615261|72|KR IWS AMER MASTER CS|4.99|35||||||||||||||||16|OZ|N||||
00017000026701|72|DIAL SPRING WATER / DECOR PUMP|1.25|110|10.00|10|2018/06/28|2018/07/04|0|0|||Giant Eagle Advantage Card Price|15066348||||||7.50|OZ|N||||
00211581000000|72|BF MD CAB FLANK STEAK|10.99|5||||||||||||||||1|LB|Y||||
00036632001115|72|DANNON FOB CHERRY YOGURT|0.69|35|0.69|1|2018/01/01|2018/07/04|0|0|||Giant Eagle Advantage Card Price|||||||6|OZ|N||||
00036632002105|72|DANNON VANILLA YOGURT|2.99|35|2.99|1|2018/05/31|2018/12/31|0|0|||Giant Eagle Advantage Card Price|||||||32|OZ|N||||
00036632002518|72|DANNON FAT FREE PLAIN|2.99|35|2.99|1|2018/05/31|2018/12/31|0|0|||Giant Eagle Advantage Card Price|||||||32|OZ|N||||
00036632002600|72|DANNON LIGHT VANILLA|2.99|35|2.99|1|2018/05/31|2018/12/31|0|0|||Giant Eagle Advantage Card Price|||||||32|OZ|N||||
00041271019667|72|INT DEL AMARETTO|2.69|35||||||||||||||||16|OZ|N||||
00050000339525|72|COFFEEMATE THE ORIG FATFREE|3.99|35||||||||||||||||32|OZ|N||||
00073570130002|72|HELUVA GOOD FR ONION DIP|2.00|35|5.00|3|2018/06/28|2018/07/04|0|0|||Giant Eagle Advantage Card Price|15119083||||||12|OZ|N||||
00050000302628|72|COFFEEMATE THE ORIGINAL CRMR|3.99|35||||||||||||||||32|OZ|N||||
00025293600393|72|WW SILK SOY MILK PLAIN WIC|3.79|35||||||||||||||||64|OZ|N||||
00041294401883|72|PINE-SOL LEMON FRESH|3.99|27||||||||||||||||48|OZ|N||||
00000000040792|72|CAULIFLOWER|2.99|4||||||||||||||||1|EA|N||||
00034500632027|72|LOL HALF & HALF|3.49|35|3.49|1|2017/12/28|2018/07/04|0|0|||Giant Eagle Advantage Card Price|14217958||||||32|OZ|N||||
00030034006679|72|GE IWS CHEESE FOOD 16 SLICES|2.79|35|4.00|2|2018/05/17|2018/09/05|0|0|||Giant Eagle Advantage Card Price|||||||12|OZ|N||||
00012300259132|72|CAMEL FILTER 99 BOX|82.11|38|75.61|1|2018/05/27|2018/12/31|0|0|||Giant Eagle Advantage Card Price|15054544||||||10|PK|N||||
00012300107136|72|CAMEL BLUE BOX|82.11|38|75.61|1|2018/05/27|2018/12/31|0|0|||Giant Eagle Advantage Card Price|15054544||||||10|PK|N||||
00237551000009|72|LG ITALIAN SANDWICH RING|44.99|3||||||||||||||||1|EA|Y||||
00012300103138|72|CAMEL FILTER BOX KING|82.11|38|75.61|1|2018/05/27|2018/12/31|0|0|||Giant Eagle Advantage Card Price|15054544||||||10|PK|N||||
00017800018883|72|ONE SR DOG PROTECTION FRMULA|8.99|40||||||||||||||||4|LB|N||||
00012300708135|72|CAMEL WIDES BLUE BOX|82.11|38|79.61|1|2018/04/01|2018/12/31|0|0|||Giant Eagle Advantage Card Price|14839338||||||10|PK|N||||
00043300075385|72|TAREYTON 100 SP|101.61|38||||||||||||||||10|PK|N||||
00030034301880|72|POT RESTAURANT 5 LB|4.99|4|7.00|2|2018/06/28|2018/07/04|0|0|||Giant Eagle Advantage Card Price|||||||5|LB|N||||
00041409002059|72|CONCORD BACON BITS|0.99|4||||||||||||||||1|OZ|N||||
00070200570115|72|GLAZE MARZ SF STRAWBERRY|2.29|1||||||||||||||||12.75|OZ|N||||
00026100004274|72|KENT 100|93.65|38||||||||||||||||10|PK|N||||
00030034011673|72|GE PANCAKES BLUEBERRY|2.69|36||||||||||||||||12.4|OZ|N||||
00043300075286|72|TAREYTON SP|101.61|38||||||||||||||||10|PK|N||||
00028367828396|72|KISS BAR SOAP CHAMOMLE/OLIVE|3.99|110||||||||||||||||8|OZ|N||||
00043300065188|72|PALL MALL NON-FILTER|101.61|38||||||||||||||||10|PK|N||||
00043300020682|72|CARLTON 100 RC BOX|101.61|38||||||||||||||||10|PK|N||||
00026100005370|72|KENT GOLDEN 100|93.65|38||||||||||||||||10|PK|N||||
00051381885175|72|AURA CACIA COMFORT GERNM MINBT|2.99|110||||||||||||||||2.5|OZ|N||||
00048789022349|72|CS DIAMOND LG KITCH MATCH|2.89|11||||||||||||||||3|PK|N||||
00048789005014|72|DIAMOND POCKET MATCH|1.39|11||||||||||||||||10|PK|N||||
00013700824258|72|HEFTY VP SLIDER FREEZER GALLON|4.99|27||||||||||||||||25|CT|N||||
00048789091000|72|CS DIAMOND BOOKMATCHES|1.29|11||||||||||||||||50|CT|N||||
00811435001025|72|SPIC & SPAN LIQ SUN FRESH|3.99|27||||||||||||||||40|OZ|N||||
00216332000001|72|PARMIGIANO REGGIANO QRTRS|19.99|19||||||||||||||||18|LB|Y||||
00737628030002|72|THAI KITCHEN INST RICE/VEG ND|0.99|1||||||||||||||||1.6|OZ|N||||
00030034028213|72|GIANT EAGLE CHUNK NY WHITE CHD|2.59|35||||||||||||||||8|OZ|N||||
00030034006655|72|GE IWS CHEESE FOOD 12 SLICES|1.99|35||||||||||||||||8|OZ|N||||
00000000942409|72|ORG BLUEBERRIES 6 OZ.|4.49|4|6.00|2|2018/06/28|2018/07/04|0|0|||Giant Eagle Advantage Card Price|15145621||||||6|OZ|N||||
00070330911468|72|BIC LIGHTER W/CHILD GUARD|1.49|27||||||||||||||||1|EA|N||||
00041689300494|72|CS ZIPPO LIGHTER FLUID SM|1.59|27||||||||||||||||4|OZ|N||||
00747599306518|72|GHIRADELLI CARAMEL SQUARES BAG|4.29|68||||||||||||||||5.32|OZ|N||||
00071610300026|72|BACKWOODS SWEETS CIGAR|4.99|48||||||||||||||||5|PK|N||||
00078000207460|72|SCHWEPPES DT ALE|2.19|67|2.19|1|2018/06/28|2018/07/18|0|0|||Giant Eagle Advantage Card Price|15153697||||||2|LT|N||||
00031700000519|72|GARCIA VEGA CIGARILLO|3.99|48||||||||||||||||5|PK|N||||
00031700008171|72|GARCIA VEGA ELEGANTE|6.69|48||||||||||||||||6|PK|N||||
00031700003466|72|GARCIA VEGA ENG CORONA|6.79|48||||||||||||||||4|PK|N||||
00031700008225|72|GARCIA VEGA MINIATURE|4.49|48||||||||||||||||5|PK|N||||
00043100750505|72|MEAD PLAIN #10 ENVELOPES|1.79|11||||||||||||||||1|EA|N||||
00011115340042|72|BRUMMEL BROWN SPRD BOWL|3.29|35||||||||||||||||15|OZ|N||||
00028200135704|72|MARLBORO BOX|82.11|38|80.11|1|2018/04/01|2018/12/31|0|0|||Giant Eagle Advantage Card Price|14839331||||||10|PK|N||||
00075900005271|72|BOB EVANS FRESH HASH BROWNS|2.99|5||||||||||||||||20|OZ|N||||
00020400050382|72|MISTY BLUE 120 BOX|79.48|38||||||||||||||||10|PK|N||||
00020400053581|72|MISTY MENTHOL GREEN 120 BOX|79.48|38||||||||||||||||10|PK|N||||
00020400052683|72|MISTY MENTHOL SILVER 100|79.48|38||||||||||||||||10|PK|N||||
00043300051082|72|MISTY BLUE 100|79.48|38||||||||||||||||10|PK|N||||
00043300052089|72|MISTY MENTHOL GREEN 100 BOX|79.48|38||||||||||||||||10|PK|N||||
00073214001071|72|MEZZ COCKTAIL ONIONS|3.99|1||||||||||||||||16|OZ|N||||
00070195621366|72|RENEGADES SMKLS TOBACCO|22.90|48|21.90|1|2017/01/01|2018/12/31|0|0|||Giant Eagle Advantage Card Price|||||||3.55|OZ|N||||
00029000073692|72|PLANTERS MIXED NUTS TIN|18.99|89|16.99|1|2018/06/21|2018/07/18|0|0|||Giant Eagle Advantage Card Price|||||||56|OZ|N||||
00043000250716|72|BAKER DIPPING CHOC MILK CHOC|3.29|44||||||||||||||||7|OZ|N||||
00012071000148|72|CRACKD OATS & HONEY BREAD|4.49|69||||||||||||||||20|OZ|N||||
00071610757486|72|A&C GRENADIER DARK|5.79|48||||||||||||||||6|PK|N||||
00013120000263|72|ORE-IDA MINI TATER TOTS|3.99|36|7.00|2|2018/03/01|2018/12/26|0|0|||Giant Eagle Advantage Card Price|14652364||||||28|OZ|N||||
00027200005031|72|BUGLER CIGARETTE TOBACCO|4.79|48||||||||||||||||0.65|OZ|N||||
00027200005048|72|BUGLER TIN TOBACCO #22350|37.39|48||||||||||||||||6|OZ|N||||
00037842056001|72|SHALLOTS 3 OZ|1.99|4||||||||||||||||3|OZ|N||||
00071737405000|72|CAPT BLACK - GOLD|8.09|48||||||||||||||||1.5|OZ|N||||
00086409123564|72|PARODI KING|4.69|48||||||||||||||||5|PK|N||||
00071610500280|72|DUTCH MASTER PRESIDENT|4.79|48||||||||||||||||5|PK|N||||
00071610300019|72|BACKWOODS ORIGINAL CIGAR|4.99|48||||||||||||||||5|PK|N||||
00077170465373|72|TOP CIGARETTE TOBACCO PKT|4.59|48||||||||||||||||0.60|OZ|N||||
00073100010897|72|COPENHAGEN SNUFF|23.40|48|22.40|1|2017/01/01|2018/12/31|0|0|||Giant Eagle Advantage Card Price|12652501||||||6|OZ|N||||
00073100010996|72|SKOAL LONG CUT-STRAIGHT|23.40|48|17.90|1|2018/05/01|2018/06/30|0|0|||Giant Eagle Advantage Card Price|14967835||||||6|OZ|N||||
00076808280746|72|BARILLA ZITI|1.49|1|1.49|1|2017/12/28|2018/06/30|0|0|||Giant Eagle Advantage Card Price|||||||16|OZ|N||||
00070235103517|72|PHILLIES TITANS|4.99|48||||||||||||||||5|PK|N||||
00654749351000|72|ORGANIC BOTANICALS SHAMPOO|8.49|49|6.49|1|2018/06/28|2018/08/01|0|0|||Giant Eagle Advantage Card Price|||||||11|OZ|N||||
00035106007042|72|HAVANA BLOSSOM CHEW TOB|5.99|48||||||||||||||||1.50|OZ|N||||
00070137000181|72|BLACK & MILD CIGAR|4.09|48||||||||||||||||5|PK|N||||
00010700060907|72|HEATH BARS|5.29|68||||||||||||||||6|PK|N||||
00010700702166|72|LEAF GOOD & PLENTY-PEG|2.29|68||||||||||||||||7|OZ|N||||
00038900030964|72|DOLE PINE CHUNKS IN JUICE JAR|2.69|1|4.00|2|2018/06/07|2018/07/04|0|0|||Giant Eagle Advantage Card Price|15007393||||||23.50|OZ|N||||
00028000131708|72|NESTLE CRUNCH BARS|1.00|68||||||||||||||||1.4|EA|N||||
00201766000000|72|BEEF SCRAP BONES|0.79|5||||||||||||||||1|LB|Y||||
00028000084004|72|CHUNKY BAR|1.00|68||||||||||||||||1|EA|N||||
00028000010775|72|BABY RUTH SINGLES|1.00|68||||||||||||||||2.1|OZ|N||||
00010700702302|72|JOLLY RANCHER PEG|2.29|68||||||||||||||||7|OZ|N||||
00034000002412|72|HERSHEY ALMOND BAR|1.00|68|0.69|1|2018/06/21|2018/07/04|0|0|||Giant Eagle Advantage Card Price|||||||1.45|OZ|N||||
00034000290055|72|HERSHEY MILK CHOCOLATE|5.29|68|2.99|1|2018/06/28|2018/07/04|0|0|||Giant Eagle Advantage Card Price|||||||6|CT|N||||
00034000002405|72|HERSHEY MILK CHOCOLATE|1.00|68|0.69|1|2018/06/21|2018/07/04|0|0|||Giant Eagle Advantage Card Price|||||||1.55|OZ|N||||
00034000490059|72|REESES PEANUT BUTTER CUPS|5.29|68||||||||||||||||6|PK|N||||
00010700807649|72|REESES PEANUT BUTTER CUPS|1.00|68|0.69|1|2018/06/21|2018/07/04|0|0|||Giant Eagle Advantage Card Price|||||||1.50|OZ|N||||
00034000003167|72|HERSHEY LITE CHOC SYRUP|2.99|67|2.29|1|2018/06/28|2018/07/11|0|0|||Giant Eagle Advantage Card Price|15164648||||||18.50|OZ|N||||
00034000402106|72|REESES CUPS SNACK SIZE|4.29|68||||||||||||||||10.50|OZ|N||||
00034000000418|72|KIT KAT BAR|1.00|68|0.69|1|2018/06/21|2018/07/04|0|0|||Giant Eagle Advantage Card Price|||||||1.50|OZ|N||||
00071249045640|72|L'OREAL C/R LIP-SPICED CIDER|8.99|49||||||||||||||||0.13|OZ|N||||
00034000560042|72|TWIZZLERS CHOC TWISTS BAG|2.79|68|1.99|1|2018/04/26|2018/09/12|0|0|||Giant Eagle Advantage Card Price|14941390||||||12|OZ|N||||
00040000016021|72|SNICKERS BARS|5.49|68||||||||||||||||6|PK|N||||
00034000003303|72|YORK PEPPERMINT PATTIES|1.00|68|0.69|1|2018/06/21|2018/07/04|0|0|||Giant Eagle Advantage Card Price|||||||1.40|OZ|N||||
00034000544233|72|Y&S CHERRY BITES|1.79|68||||||||||||||||7|OZ|N||||
00034000076208|72|KIT KAT SNACK SIZE|4.29|68||||||||||||||||10.78|OZ|N||||
00030034022006|72|GE SPRING WATER CODE 095224|0.89|67||||||||||||||||128|OZ|N||||
00041186000415|72|ANDES CREAM DE MINTH #41|2.19|68||||||||||||||||4.67|OZ|N||||
00041186001559|72|ANDES MINT COMBO DISPLAY|2.19|68||||||||||||||||4.67|OZ|N||||
00034000003402|72|CARAMELLO BAR|1.00|68|0.69|1|2018/06/21|2018/07/04|0|0|||Giant Eagle Advantage Card Price|||||||1.60|OZ|N||||
00034000000579|72|ALMOND JOY BAR|1.00|68|0.69|1|2018/06/21|2018/07/04|0|0|||Giant Eagle Advantage Card Price|||||||1.61|OZ|N||||
00034000002443|72|ROLOS|1.00|68|0.69|1|2018/06/21|2018/07/04|0|0|||Giant Eagle Advantage Card Price|||||||1.70|OZ|N||||
00037000333562|72|PERT PLUS 2N1 - DANDRUFF CNTRL|3.49|49||||||||||5673601||||||13.50|OZ|N||||
00034000544028|72|Y&S STRAWBERRY TWIZZLERS|1.79|68||||||||||||||||7|OZ|N||||
00034000560028|72|Y&S STRAWBERRY TWIZZLERS|2.79|68|1.99|1|2018/04/26|2018/09/12|0|0|||Giant Eagle Advantage Card Price|14941391||||||16|OZ|N||||
00041335012122|72|KENS ITAL W/AGED ROMANO|2.78|1|2.78|2|2018/06/28|2018/07/04|0|0|||Giant Eagle Advantage Card Price|15074023||||||16|OZ|N||||
00052100840062|72|MC GOURMET ANCHO CHILE PEPPER|6.99|44||||||||||||||||1.62|OZ|N||||
00041196910643|72|PROG TRAD CHICKEN BARLEY|2.49|1||||||||||||||||18.5|OZ|N||||
00021000656554|72|KR 4 CHS DLXE MAC & CHS|3.49|1||||||||||||||||14|OZ|N||||
00071921962395|72|DIGIORNO RC PEPPERONI|6.49|37||||||||||||||||27.5|OZ|N||||
00681421020015|72|DULCOLAX TABLETS 10CT|3.79|10||||||||||||||||10|CT|N||||
00757145001323|72|BREATHE RIGHT NASAL TAN  LARG|12.99|10||||||||||||||||30|CT|N||||
00030034016401|72|GE LEMON JUICE SQUEEZE    100%|2.00|67||||||||||||||||15|OZ|N||||
00034000002207|72|RPK HERSHEY CHOC KG SIZE|1.79|68||||||||||||||||2.6|OZ|N||||
00034000002214|72|RPK HERSHEY ALM KG SIZE|1.79|68||||||||||||||||2.6|OZ|N||||
00034000002290|72|RPK KIT KAT KING SIZE|1.79|68||||||||||||||||3|OZ|N||||
00034000004805|72|RPK REESE CUP KING SIZE|1.79|68||||||||||||||||2.80|OZ|N||||
00000000046275|72|GREENS KALE|1.99|4||||||||||||||||1|LB|N||||
00075810140253|72|SAN-J THAI PNUT SC|3.99|1||||||||||||||||10|OZ|N||||
