sku|store_number|description|regular_price|dept_code|sale_price|sale_qty|promo_start_date|promo_end_date|promo_min_qty|promo_limit_qty|promo_buy_qty|promo_get_qty|promo_tag|family_sale_code|tax_pct|bottle_deposit|cool|brand_name|product_name|size|uom|scale_flag|how_to_sell|avg_weight|wgt_selector|item_location
00064144047079|72|*CB MICRO MEAL-RINGS W/MEAT|0.99|1||||||||||||||||7.50|OZ|N||||
00064144047130|72|CB MICRO MEAL-CHEESE RAVIOLI|0.99|1||||||||||||||||7.5|OZ|N||||
00000000046312|72|LETTUCE BIBB|3.99|4||||||||||||||||1|LB|N||||
00030034998370|72|APL RED DEL 5 LB|5.99|4||||||||||||||||5|LB|N||||
00051000026392|72|CAMP SPAGHETTIO'S|0.89|1||||||||||||||||7.5|OZ|N||||
00051000013675|72|CAMP NEW ENG CLAM CHOWDER|1.99|1||||||||||||||||10.75|OZ|N||||
00024000322306|72|COLLEGE INN CHICKEN BROTH|1.25|1||||||||||||||||14.50|OZ|N||||
00024000322207|72|COLLEGE INN CHICKEN BROTH|3.49|1||||||||||||||||48|OZ|N||||
00074235284511|72|MRS GRASS CHICKEN NOODLE|1.69|1||||||||||||||||2|CT|N||||
00072098011008|72|MRS WEISS OF CHICKEN NDL SOUP|1.29|1||||||||||||||||4|OZ|N||||
00072098010001|72|MRS WEISS CHICKEN KLUSKI SOUP|1.29|1||||||||||||||||4|OZ|N||||
00024000322009|72|COL INN LOW SOD CHKN BRTH|1.25|1||||||||||||||||14.50|OZ|N||||
00024000322016|72|COL INN LOW SOD BEEF BRTH|1.25|1||||||||||||||||14.50|OZ|N||||
00024000323204|72|COLLEGE INN BEEF BROTH|1.25|1||||||||||||||||14.50|OZ|N||||
00024000322023|72|COL INN LO SALT CHKN BRTH|3.49|1||||||||||||||||48|OZ|N||||
00041000004902|72|SOUP SECR RING NOODLE|1.79|1||||||||||||||||2|PK|N||||
00041000004087|72|REC SECR BEEFY ONION SOUP|1.79|1||||||||||||||||2|PK|N||||
00041000004131|72|REC SECR ONION MUSHROOM|1.79|1||||||||||||||||2|PK|N||||
00041000003325|72|SOUP SECR CHICKEN NOODLE|1.79|1||||||||||||||||2|PK|N||||
00041000003240|72|SOUP SECR NOODLE SOUP|1.79|1||||||||||||||||2|PK|N||||
00041000003622|72|REC SECR ONION SOUP MIX|1.79|1||||||||||||||||2|PK|N||||
00041258751153|72|WYL BOUILLON CUBE CHICKEN|3.29|1||||||||||||||||25|CT|N||||
00041258751177|72|WYL BOUILLON CUBE BEEF|3.29|1||||||||||||||||25|CT|N||||
00041789001222|72|MARUCHAN INSTANT LUNCH BEEF|0.39|1||||||||||||||||2.25|OZ|N||||
00041789001215|72|MARUCHAN INSTANT LUNCH CHICKEN|0.39|1||||||||||||||||2.25|OZ|N||||
00041789001253|72|MRCHN INST LCH SHRIMP|0.39|1||||||||||||||||2.25|OZ|N||||
00041789002113|72|MARUCHAN RAMEN CHICKEN|0.29|1||||||||||||||||3|OZ|N||||
00041789002120|72|MARUCHAN RAMEN BEEF SINGLE PK|0.29|1||||||||||||||||3|OZ|N||||
00074908324384|72|DG MEAT FLAV SPAG SAUCE|1.69|1||||||||||||||||24|OZ|N||||
00074908324391|72|DG PLAIN SPAG SAUCE|1.69|1||||||||||||||||24|OZ|N||||
00074609072409|72|KC MASTERPC BBQ ORIGINAL|2.79|1||||||||||||||||18|OZ|N||||
00202740000009|72|VEAL/PORK CITY CHICKEN|7.99|5||||||||||||||||1|LB|Y||||
00070235109250|72|PHILLIES BLUNT STRAWBERRY 5 PK|4.69|48||||||||||||||||5|PK|N||||
00054400000092|72|A-1 SAUCE|3.79|1||||||||||||||||5|OZ|N||||
00054400000054|72|A-1 SAUCE|4.99|1|4.29|1|2018/04/19|2018/09/05|0|0|||Giant Eagle Advantage Card Price|14884630||||||10|OZ|N||||
00054400000047|72|A-1 SAUCE|6.29|1||||||||||||||||15|OZ|N||||
00309977326046|72|REV*CLRSILK-11N UL LT BLN|3.79|49||||||||||||||||1|CT|N||||
00044300125131|72|LACHOY SOY SAUCE|2.79|1||||||||||||||||10|OZ|N||||
00044300125209|72|LACHOY LITE SOY SAUCE|2.99|1||||||||||||||||10|OZ|N||||
00051600000013|72|LEA PERRIN WORCESTER SCE|4.49|1||||||||||||||||10|OZ|N||||
00013000797702|72|HZ LARGE BROWN GRAVY|3.49|1||||||||||||||||18|OZ|N||||
00028160000005|72|GRAVY MASTER|2.49|1||||||||||||||||2|OZ|N||||
00011210000018|72|MCILHENNY TABASCO SAUCE|1.99|1||||||||||||||||2|OZ|N||||
00013562300976|72|ANNIE'S ORGANIC ALFRDO SHELLS|3.49|1||||||||||||||||6|OZ|N||||
00044300125513|72|LACHOY SWEET & SOUR SAUCE|2.49|1||||||||||||||||10|OZ|N||||
00041500805016|72|FRANKS ORIG REDHOT SAUCE|2.39|1||||||||||||||||5|OZ|N||||
00632565000012|72|FIJI WATER .5 LTR|1.59|67|1.29|1|2018/06/07|2018/07/04|0|0|||Giant Eagle Advantage Card Price|||||||.5|LT|N||||
00013000002844|72|HZ WORCESTERSHIRE SAUCE|2.19|1||||||||||||||||12|OZ|N||||
00072180630551|72|FRESCH BRICK SUPREME|6.99|37|5.99|1|2018/03/22|2018/12/26|0|0|||Giant Eagle Advantage Card Price|14792273||||||23.28|OZ|N||||
00013000002646|72|HZ 57 SAUCE|4.79|1|4.49|1|2018/04/19|2018/09/05|0|0|||Giant Eagle Advantage Card Price|14884642||||||10|OZ|N||||
00027000441930|72|HUNT MANWICH BOLD SAUCE|1.00|1||||||||||||||||16|OZ|N||||
00027000441107|72|HUNT MANWICH SANDWICH SCE|1.00|1||||||||||||||||15|OZ|N||||
00027000441183|72|HUNT MANWICH SANDWICH SCE|1.99|1||||||||||||||||24|OZ|N||||
00041331124201|72|GOYA SMALL RED BEANS|1.19|1||||||||||||||||15.5|OZ|N||||
00041500805023|72|FRANKS ORIG REDHOT SAUCE|3.49|1||||||||||||||||12|OZ|N||||
00041500805054|72|FRANKS ORIG REDHOT SAUCE|5.49|1||||||||||||||||23|OZ|N||||
00074908324292|72|DG DELUXE PIZZA SAUCE|1.49|1||||||||||||||||14|OZ|N||||
00074908324285|72|DG PEPPERONI PIZZA SCE-JAR|1.49|1||||||||||||||||14|OZ|N||||
00076808517088|72|BARILLA JUMBO SHELLS|2.49|1|2.49|1|2017/12/28|2019/01/02|0|0|||Giant Eagle Advantage Card Price|14071823||||||12|OZ|N||||
00013000798402|72|HZ HOMESTYLE TURKEY GRAVY|3.49|1||||||||||||||||18|OZ|N||||
00013000798600|72|HZ HOMESTYLE CHICK GRAVY|3.49|1||||||||||||||||18|OZ|N||||
00013000798006|72|HZ HOMESTYLE BEEF GRAVY|2.29|1||||||||||||||||12|OZ|N||||
00013000798907|72|HZ HOMESTYLE PORK GRAVY|2.29|1||||||||||||||||12|OZ|N||||
00013000798501|72|HZ HOMESTYLE AU JUS GRAVY|2.29|1||||||||||||||||12|OZ|N||||
00013000799102|72|HZ HOMESTYLE TURKEY GRAVY|2.29|1||||||||||||||||12|OZ|N||||
00013000798204|72|HZ HOMESTYLE CLASS CHX GRAVY|2.29|1||||||||||||||||12|OZ|N||||
00013000798303|72|HZ HOMESTYLE MUSHRM GRAVY|2.29|1||||||||||||||||12|OZ|N||||
00013000796200|72|HZ FAT FREE BEEF GRAVY|2.29|1||||||||||||||||12|OZ|N||||
00013000796309|72|HZ FAT FREE TURKEY GRAVY|2.29|1||||||||||||||||12|OZ|N||||
00016000240704|72|GUSHER FRT SNK TROPICAL FLAVRS|2.99|44||||||||||||||||5.40|OZ|N||||
00013000797108|72|HZ FAT FREE CHICKEN GRAVY|2.29|1||||||||||||||||12|OZ|N||||
00000000040907|72|SPINACH BUNCH|2.99|4||||||||||||||||1|LB|N||||
00027000422731|72|HUNT SPAG SCE 4 CHEESE|1.00|1||||||||||||||||24|OZ|N||||
00028367731498|72|KISS BAR SOAP OLIVE/ALOE|3.99|110||||||||||||||||8|OZ|N||||
00036200014981|72|RAGU CGS ITAL GARDN COMBO|3.49|1|6.00|2|2018/06/21|2018/07/18|0|0|||Giant Eagle Advantage Card Price|11459527||||||45|OZ|N||||
00030034301958|72|GE SHREDDED LETTUCE|2.49|4||||||||||||||||8|OZ|N||||
00051000027979|72|PREGO SPAG SCE MUSHROOM|3.99|1||||||||||||||||45|OZ|N||||
00051000027924|72|PREGO SPAG SCE MEAT|3.99|1||||||||||||||||45|OZ|N||||
00051000025111|72|PREGO SPAG SCE PLAIN|3.99|1||||||||||||||||45|OZ|N||||
00051000027948|72|PREGO SPAG SCE MEAT|2.19|1||||||||||||||||24|OZ|N||||
00051000025494|72|PREGO SPAG SCE PLAIN|2.19|1||||||||||||||||24|OZ|N||||
00051000027962|72|PREGO SPAG SCE MUSHROOM|2.19|1||||||||||||||||24|OZ|N||||
00036200003008|72|RAGU OLD WORLD MEAT|1.89|1||||||||||9539468||||||23.90|OZ|N||||
00036200002506|72|RAGU OLD WORLD PLAIN|1.89|1||||||||||9539468||||||24|OZ|N||||
00036200003503|72|RAGU OLD WORLD MUSHROOM|1.89|1||||||||||9539468||||||23.90|OZ|N||||
00036200014011|72|RAGU OLD WORLD PLAIN|3.49|1|6.00|2|2018/06/21|2018/07/18|0|0|||Giant Eagle Advantage Card Price|11459527||||||45|OZ|N||||
00014200533404|72|SUGAR BABIES VIDEO PACK|1.00|68||||||||||||||||6|OZ|N||||
00030034011628|72|GE 24CT WAFF HOMESTYLE|4.49|36||||||||||||||||29.7|OZ|N||||
00036200014110|72|RAGU OLD WORLD MEAT|3.49|1|6.00|2|2018/06/21|2018/07/18|0|0|||Giant Eagle Advantage Card Price|11459527||||||45|OZ|N||||
00036200005507|72|RAGU PIZZA SAUCE|1.59|1||||||||||||||||14|OZ|N||||
00024000346166|72|CONT PIZZA SQUEEZE|1.89|1||||||||||||||||15|OZ|N||||
00020662000224|72|NEWMANS TOM W/PEPPER & SPICE|2.99|1||||||||||||||||24|OZ|N||||
00020662000200|72|NEWMANS MARINARA SAUCE|2.99|1||||||||||||||||24|OZ|N||||
00041129077122|72|CLASS TOM BASIL SPAG SCE|2.50|1||||||||||||||||24|OZ|N||||
00041129077627|72|CLASS 4 CHEESE SPAG SCE|2.50|1||||||||||||||||24|OZ|N||||
00071279301013|72|F.EXPRESS: LITE CAESAR SALAD|3.49|4|6.00|2|2018/06/28|2018/07/04|0|0|||Giant Eagle Advantage Card Price|||||||10|OZ|N||||
00030034027186|72|GE DARK KIDNEY BEANS|0.69|1||||||||||||||||15.50|OZ|N||||
00051000050434|72|PREGO SPAG SCE 3 CHEESE|2.19|1||||||||||||||||24|OZ|N||||
00023000385502|72|SNY ORG KETTLE CHIP|2.99|89||||||||||||||||9|OZ|N||||
00016000397002|72|BC FR ROLL-UP TROPICAL TIE DYE|2.99|44||||||||||||||||5|OZ|N||||
00036200004647|72|RAGU ROBUSTO PARM & ROMANO|1.89|1||||||||||9539468||||||24|OZ|N||||
00036200004685|72|RAGU ROBUSTO ONION & GARLIC|1.89|1||||||||||9539468||||||24|OZ|N||||
00071100004038|72|HVR PARTY DIP|1.79|1||||||||||||||||1|OZ|N||||
00071100005288|72|HVR RANCH PARTY DIP TWIN|3.49|1||||||||||||||||2|OZ|N||||
00071100004434|72|HVR MILK ORIGINAL RANCH|1.79|1||||||||||||||||1|OZ|N||||
00071100005882|72|HVR ORIGINAL RANCH LIGHT|4.79|1||||||||||||||||24|OZ|N||||
00071100005783|72|HVR ORIGINAL RANCH|4.79|1||||||||||||||||24|OZ|N||||
00071100005509|72|HVR ORIGINAL RANCH|2.69|1||||||||||||||||8|OZ|N||||
00071100005516|72|HVR ORIGINAL RANCH|3.29|1||||||||||||||||16|OZ|N||||
00071100007077|72|HVR FF RANCH DRESSING|3.29|1||||||||||||||||16|OZ|N||||
00216105000009|72|SALEMVILLE GORGONZOLA WHL|10.99|19|7.99|1|2018/06/28|2018/07/11|0|0|||Giant Eagle Advantage Card Price|||||||6|LB|Y||||
00020662000026|72|NEWMANS OIL & VINEGAR DRESSING|3.79|1|2.99|1|2018/03/22|2018/08/15|0|0|||Giant Eagle Advantage Card Price|14673989||||||16|OZ|N||||
00074873163223|72|WESTBREA ORG LS NORTHRN BEAN|2.79|1|2.49|1|2018/06/28|2018/08/01|0|0|||Giant Eagle Advantage Card Price|||||||15|OZ|N||||
00043000979402|72|GOOD SEASONS ITALIAN MIX|1.79|1||||||||||||||||.7|OZ|N||||
00043000979570|72|GOOD SEASONS MILD ITALIAN|1.79|1||||||||||||||||1|OZ|N||||
00043000978252|72|GOOD SEASONS ITALIAN|4.99|1||||||||||||||||4|CT|N||||
00035733001154|72|TURNER CHOCO PLASTIC PINT|0.99|35||||||||||||||||16|OZ|N||||
00043000979037|72|GOOD SEASONS ZESTY ITALAN|1.79|1||||||||||||||||.6|OZ|N||||
00030034007430|72|GE SOFT CRM CHEESE LITE|2.29|35||||||||||||||||8|OZ|N||||
00030034027452|72|GE GREAT NORTHERN BEANS|0.69|1||||||||||||||||15.50|OZ|N||||
00030034045920|72|GE FINE EGG NOODLES|1.59|1||||||||||||||||12|OZ|N||||
00030034003487|72|GE ECLAIRS CHOCOLATE|2.99|96|5.00|2|2018/06/14|2018/09/05|0|0|||Giant Eagle Advantage Card Price|14987254||||||6|CT|N||||
00000000046558|72|OKRA|4.99|4||||||||||||||||1|LB|N||||
00051000129109|72|PREGO SPAG SCE RST GARL & HERB|2.19|1||||||||||||||||24|OZ|N||||
00041196910858|72|PROG CLASSICS PASTA CHIX BROTH|1.79|1||||||||||||||||19|OZ|N||||
00041196910940|72|PROG TRAD BEEF BARLEY|2.49|1||||||||||||||||19|OZ|N||||
00041196911169|72|PROG TRAD HEARTY CHICKEN|2.49|1||||||||||||||||19|OZ|N||||
00201337000002|72|BEEF LN PORTERHOUSE STEAK|13.59|5|9.49|1|2018/06/28|2018/07/11|0|0|||Giant Eagle Advantage Card Price|||||||1|LB|Y||||
00041196011128|72|PROG TRAD NE CLAM CHOWDER|2.49|1||||||||||||||||18.5|OZ|N||||
00041196010008|72|PROG TRAD CHICKEN RICE|2.49|1||||||||||||||||19|OZ|N||||
00041196010886|72|PROG TRAD CHICKEN NOODLE|2.49|1||||||||||||||||19|OZ|N||||
00041196010329|72|PROG TRAD CHICKARINA SOUP|2.49|1||||||||||||||||19|OZ|N||||
00041196010121|72|PROG CLASSICS MINESTRONE|1.79|1||||||||||||||||19|OZ|N||||
00041196010220|72|PROG CLASSICS LENTIL|1.79|1||||||||||||||||19|OZ|N||||
00231426000002|72|BF LN MD CAB TOP SRLN PETI STK|10.99|24||||||||||||||||1|LB|Y||||
00013000001137|72|HZ COCKTAIL SAUCE|2.79|1|2.49|1|2018/04/19|2018/09/05|0|0|||Giant Eagle Advantage Card Price|14884654||||||12|OZ|N||||
00072030013428|72|ENT LITTLE BITES FUDGE BROWNIE|4.69|90||||||||||14986244||||||11|OZ|N||||
00013000001212|72|HZ SQUEEZE KETCHUP|5.29|1||||||||||||||||64|OZ|N||||
00032917000897|72|TRAD MED EVERYDAY DETOX TEA|5.49|10||||||||||||||||16|CT|N||||
00027000382493|72|HUNT KETCHUP|1.69|1||||||||||||||||24|OZ|N||||
00013000001120|72|HZ CHILI SAUCE|2.79|1|2.49|1|2018/04/19|2018/09/05|0|0|||Giant Eagle Advantage Card Price|14884654||||||12|OZ|N||||
00030300001025|72|CASTLEBRY HOT DOG CHILI SCE|0.99|1||||||||||||||||10|OZ|N||||
00054400000245|72|GREY POUPON MUSTARD|3.99|1||||||||||||||||8|OZ|N||||
00054400000405|72|GREY POUPON CTRY MUSTARD|3.99|1||||||||||||||||8|OZ|N||||
00025700003823|72|ZIPLOC VP FREEZER BAG GAL|5.79|27||||||||||||||||28|CT|N||||
00041500007007|72|FRNCH YELLOW SQZ MUSTARD|1.79|1||||||||||||||||8|OZ|N||||
00064144321605|72|GLDN SPICY SQZ BRN MUSTARD|1.99|1||||||||||||||||12|OZ|N||||
00267725000009|72|ROLL DINNER 12 CT.|2.99|30||||||||||||||||12|OZ|Y||||
00041196891089|72|PROG PLAIN BREAD CRUMBS|2.39|44||||||||||||||||15|OZ|N||||
00041196891027|72|PROG ITALIAN BREAD CRUMBS|2.39|44||||||||||||||||15|OZ|N||||
00381370032960|72|J&J BABY OIL GEL|4.79|39||||||||||||||||6.5|OZ|N||||
00222720000003|72|VEAL LEG SCALLOPINI|15.99|24||||||||||||||||1|LB|Y||||
00742365208256|72|HORIZON ORG LF 1%|1.50|35|3.00|2|2017/12/28|2018/07/04|0|0|||Giant Eagle Advantage Card Price|14217934||||||8|OZ|N||||
00072140817404|72|NIVEA FOR MEN SENS SHAVE GEL|3.99|110||||||||||||||||7|OZ|N||||
00039153413177|72|COLAVITA BALSAMIC VINEGAR|8.19|1||||||||||||||||16.9|OZ|N||||
00305730169400|72|ADVIL LIQUI-GELS|9.99|10||||||||||||||||80|CT|N||||
00013000005791|72|HZ HAMBURGER DILL CHIPS|2.49|1||||||||||||||||16|OZ|N||||
00054100018700|72|VLAS SWEET RELISH|1.49|1|0.99|1|2018/05/03|2018/09/05|0|0|||Giant Eagle Advantage Card Price|14905475||||||10|OZ|N||||
00013000005203|72|HZ GENUINE DILLS|4.99|1||||||||||||||||46|OZ|N||||
00734756002017|72|STUBB'S BEEF MARINADE|5.29|1|4.69|1|2018/05/03|2018/08/01|0|0|||Giant Eagle Advantage Card Price|||||||12|OZ|N||||
00054100005809|72|VLAS SAND STACK BRD & BTR|2.99|1|4.00|2|2018/06/28|2018/07/11|0|0|||Giant Eagle Advantage Card Price|10921261||||||16|OZ|N||||
00054100005601|72|VLAS SAND STACK KOSH DILL|2.99|1|4.00|2|2018/06/28|2018/07/11|0|0|||Giant Eagle Advantage Card Price|10921261||||||16|OZ|N||||
00030000037904|72|QUAKER INSTANT GRITS BUTTER|3.99|44||||||||||||||||12|OZ|N||||
00054100002709|72|VLAS BABY DILLS|4.99|1||||||||||||||||46|OZ|N||||
00054100001603|72|VLAS ZESTY DILL SPEARS|2.99|1|4.00|2|2018/06/28|2018/07/11|0|0|||Giant Eagle Advantage Card Price|15067773||||||24|OZ|N||||
00054100001306|72|VLAS POLISH DILL SPEARS|2.99|1|4.00|2|2018/06/28|2018/07/11|0|0|||Giant Eagle Advantage Card Price|15067773||||||24|OZ|N||||
00054100000606|72|VLAS KOSHER DILL SPEARS|2.99|1|4.00|2|2018/06/28|2018/07/11|0|0|||Giant Eagle Advantage Card Price|15067773||||||24|OZ|N||||
00030034027315|72|GE ASPARAGUS CUT SPEARS|1.59|1||||||||||||||||14.50|OZ|N||||
00054100004000|72|VLAS KOSHER BABY DILLS|2.99|1|4.00|2|2018/06/28|2018/07/11|0|0|||Giant Eagle Advantage Card Price|15067809||||||16|OZ|N||||
00030034011031|72|GE ULT RISE PIZZA SUPREME|4.99|37||||||||||||||||32.70|OZ|N||||
00022700033584|72|CG*SMTHRS SPF 15 TNT MST/LT-MD|8.49|49||||||||||||||||1.35|OZ|N||||
00054100000507|72|VLAS SWEET BUTTER CHIPS|2.99|1|4.00|2|2018/06/28|2018/07/11|0|0|||Giant Eagle Advantage Card Price|15067785||||||24|OZ|N||||
00054100011602|72|VLAS OVALS HAMBURGER DILL CHIP|2.49|1||||||||||||||||16|OZ|N||||
00054100004208|72|VLAS SWEET BUTTER CHIPS|2.49|1||||||||||||||||16|OZ|N||||
00054100009708|72|VLAS ZESTY BRD&BTR CHIPS|2.99|1|4.00|2|2018/06/28|2018/07/11|0|0|||Giant Eagle Advantage Card Price|15067785||||||24|OZ|N||||
00231209000007|72|BF RIB MD CAB DELMONICO STEAK|15.99|24||||||||||||||||1|LB|Y||||
00013000001786|72|HZ SALAD VINEGAR|3.79|1||||||||||||||||12|OZ|N||||
00054400000832|72|REGINA RED WINE VINEGAR|3.29|1||||||||||||||||24|OZ|N||||
00013000008143|72|HZ CIDER VINEGAR|2.99|1||||||||||||||||32|OZ|N||||
00013000007566|72|HZ WHITE VINEGAR-PLASTIC|4.49|1||||||||||||||||64|OZ|N||||
00013000008549|72|HZ WHITE VINEGAR|2.79|1||||||||||||||||32|OZ|N||||
00021000644254|72|KR ZESTY ITALIAN DRESSING|2.29|1|4.00|2|2018/06/28|2018/07/04|0|0|||Giant Eagle Advantage Card Price|15096140||||||16|OZ|N||||
00021000644735|72|KR 1000 ISLAND DRESSING*|2.29|1|4.00|2|2018/06/28|2018/07/04|0|0|||Giant Eagle Advantage Card Price|15096140||||||16|OZ|N||||
00021000646180|72|KR ITALIAN DRESSING*|3.79|1||||||||||||||||24|OZ|N||||
00021000643615|72|KR RANCH DRESSING*|2.29|1|4.00|2|2018/06/28|2018/07/04|0|0|||Giant Eagle Advantage Card Price|15096140||||||16|OZ|N||||
00021000642823|72|KR FRENCH DRESSING*|2.29|1|4.00|2|2018/06/28|2018/07/04|0|0|||Giant Eagle Advantage Card Price|15096140||||||16|OZ|N||||
00021000644698|72|KR CATALINA DRESSING*|2.29|1|4.00|2|2018/06/28|2018/07/04|0|0|||Giant Eagle Advantage Card Price|15096140||||||16|OZ|N||||
00021000644469|72|KR LT CATALINA|2.29|1|4.00|2|2018/06/28|2018/07/04|0|0|||Giant Eagle Advantage Card Price|15096140||||||16|OZ|N||||
00021000646036|72|KR TUSCAN HOUSE ITALIAN*|2.29|1|4.00|2|2018/06/28|2018/07/04|0|0|||Giant Eagle Advantage Card Price|15096140||||||16|OZ|N||||
00021000642762|72|KR FREE CATALINA DRESSING*|2.29|1|4.00|2|2018/06/28|2018/07/04|0|0|||Giant Eagle Advantage Card Price|15096140||||||16|OZ|N||||
00760263000321|72|BEAR CREEK CHICKEN NOODLE SOUP|4.99|1||||||||||||||||9.3|OZ|N||||
00030034009236|72|GE WHIPPED TOPPING|1.49|36|5.00|4|2018/06/21|2018/07/11|0|0|||Giant Eagle Advantage Card Price|14997950||||||8|OZ|N||||
00041000006272|72|WISHBONE ROBUSTO ITALIAN|2.79|1||||||||||||||||15|OZ|N||||
00041000006500|72|WISHBONE DELUXE FRENCH|2.79|1||||||||||||||||15|OZ|N||||
00041000006067|72|WISHBONE CHUNK BLEU CHEES|2.79|1||||||||||||||||15|OZ|N||||
00041000005732|72|WISHBONE LT RANCH|2.79|1||||||||||||||||15|OZ|N||||
00041000006104|72|WISHBONE ITALIAN DRSNG|2.79|1||||||||||||||||15|OZ|N||||
00070200200111|72|MARZETTI ITALIAN DRESSING|2.50|1||||||||||||||||16|OZ|N||||
00750049001475|72|BALANCE BAR PEANUTBUTTER 1.76|1.00|10||||||||||||||||1.76|OZ|N||||
00070200200012|72|MARZETTI CNTRY FRNCH DRSG|2.50|1||||||||||||||||16|OZ|N||||
00041000006609|72|WISHBONE ITALIAN DRESSING|3.79|1|2.99|1|2018/05/24|2018/07/11|0|0|||Giant Eagle Advantage Card Price|14940434||||||24|OZ|N||||
00041000005411|72|WISHBONE FF ITALIAN|2.79|1||||||||||||||||15|OZ|N||||
00041000005756|72|LIP. KOSHER RANCH SOUP|3.49|1||||||||||||||||2.4|OZ|N||||
00041335000686|72|KENS ZESTY ITALIAN|2.78|1|2.78|2|2018/06/28|2018/07/04|0|0|||Giant Eagle Advantage Card Price|15074023||||||16|OZ|N||||
00041335000549|72|KENS BUTTERMILK RANCH|2.78|1|2.78|2|2018/06/28|2018/07/04|0|0|||Giant Eagle Advantage Card Price|15074023||||||16|OZ|N||||
00041335000655|72|KENS LT COUNTRY FRENCH|2.78|1|2.78|2|2018/06/28|2018/07/04|0|0|||Giant Eagle Advantage Card Price|15074023||||||16|OZ|N||||
00070200310018|72|MARZETTI LT SLAW DRESSING|3.99|1||||||||||||||||16|OZ|N||||
00070200110014|72|MARZETTI SLAW DRESSING|3.99|1||||||||||||||||16|OZ|N||||
00070200110021|72|MARZETTI SLAW DRESSING|4.79|1||||||||||||||||24|OZ|N||||
00070200110052|72|MARZETTI POTATO SALAD DRS|3.99|1||||||||||||||||16|OZ|N||||
00070200200920|72|MARZETTI SWT & SOUR DRSNG|2.50|1||||||||||||||||16|OZ|N||||
00070200200166|72|MARZETTI RANCH DRESSING|2.50|1||||||||||||||||16|OZ|N||||
00013700838125|72|HEFTY VP SLIDER JUMBO 2.5GAL|4.99|27||||||||||||||||12|CT|N||||
00309973162006|72|MITCHUM MEN SPORT CLEAR GEL|3.79|110||||||||||||||||2.25|OZ|N||||
00079400065193|72|SUAVE FOR MEN*SHAMP-2-IN-1|2.49|49|4.00|2|2018/06/21|2018/07/04|0|0|||Giant Eagle Advantage Card Price|15040142||||||12.60|OZ|N||||
00021000026494|72|MIRACLE WHIP SALAD DRESNG*|4.49|1|6.00|2|2018/06/28|2018/07/11|0|0|||Giant Eagle Advantage Card Price|15076470||||||30|OZ|N||||
00000000046251|72|HORSERADISH|3.99|4||||||||||||||||1|LB|N||||
00021000645145|72|MIRACLE WHIP SALAD DRESNG*|5.99|1||||||||||||||||48|OZ|N||||
00021000026500|72|MIRACLE WHIP LIGHT*|4.49|1|6.00|2|2018/06/28|2018/07/11|0|0|||Giant Eagle Advantage Card Price|15076470||||||30|OZ|N||||
00021000026951|72|MIRACLE WHIP LIGHT*|3.49|1||||||||||||||||15|OZ|N||||
00048001265240|72|HELLMANN MAYONNAISE|6.99|1||||||||||||||||48|OZ|N||||
00021000026890|72|KR SQUEEZE TARTAR SAUCE*|3.29|1||||||||||||||||12|OZ|N||||
00030034301231|72|F M MUSH SLICED PORTS|3.59|4||||||||||||||||6|OZ|N||||
00021000026845|72|KRAFT HORSERADISH SAUCE|3.29|1||||||||||||||||12|OZ|N||||
00010700088130|72|GOOD AND PLENTY VIDEO BOX|1.00|68||||||||||||||||5|OZ|N||||
00024000014409|72|DM CORN WHOLE KERNAL FS|0.90|1||||||||||||||||8.75|OZ|N||||
00024000013938|72|DM GREEN BEANS CUT|0.90|1||||||||||||||||8|OZ|N||||
00024000013150|72|DM PEAS|0.90|1||||||||||||||||8.50|OZ|N||||
00024000013204|72|DM PEAS & CARROTS|0.90|1||||||||||||||||8.50|OZ|N||||
00034000006007|72|HERSHEY'S CHOCOLATE SHELL|3.00|90|2.49|1|2018/06/28|2018/07/04|0|0|||Giant Eagle Advantage Card Price|15017531||||||7.25|OZ|N||||
00024000013976|72|DM LIMA BEANS|0.99|1||||||||||||||||8.50|OZ|N||||
00070890507002|72|JOA LIGHT RED KIDNEY BEAN|2.29|1||||||||||||||||40|OZ|N||||
00070890532004|72|JOA CHILI BEANS|1.00|1||||||||||||||||15|OZ|N||||
00070890502007|72|JOA LIGHT RED KIDNEY BEAN|1.00|1||||||||||||||||15.5|OZ|N||||
00070890512006|72|JOA DARK RED KIDNEY BEANS|1.00|1||||||||||||||||15.5|OZ|N||||
00024000163015|72|DM CORN GOLDEN CREAM|1.25|1||||||||||||||||14.75|OZ|N||||
00024000015444|72|DM CORN SUMMER CRISP|1.25|1||||||||||||||||11|OZ|N||||
00000000031189|72|PEAR RED|1.99|4||||||||||||||||1|LB|N||||
00020000104195|72|GG NIBLETS CORN|1.59|1||||||||||||||||11|OZ|N||||
00020000104539|72|GG MEXICORN|1.59|1||||||||||||||||11|OZ|N||||
00287970000005|72|COOKIE 12 CRM CHEESE APRICOT|4.99|77||||||||||||||||6|OZ|Y||||
00024000163022|72|DM CORN WHOLE KERNAL FS|1.25|1||||||||||||||||15.25|OZ|N||||
00070501116906|72|NEUTROGENA*CLN PR OIL CNT|6.29|49||||||||||||||||8|OZ|N||||
00020000105468|72|GG WK WHITE CORN|1.59|1||||||||||||||||11|OZ|N||||
00024000162865|72|DM GREEN BEANS CUT|1.25|1||||||||||||||||14.50|OZ|N||||
00024000018308|72|DM GREEN BEANS CUT|1.89|1||||||||||||||||28|OZ|N||||
